month,town,flat_type,floor_area_sqm,flat_model,resale_price
2018-03,JURONG WEST,4 ROOM,103,Model A,323000
2018-03,JURONG WEST,4 ROOM,92,Model A,440000
2018-03,JURONG WEST,4 ROOM,94,Model A,460000
2018-03,JURONG WEST,4 ROOM,106,Model A,320000
2018-03,JURONG WEST,4 ROOM,96,Model A,345000
2018-03,JURONG WEST,5 ROOM,138,Model A,478000
2018-03,JURONG WEST,5 ROOM,122,Improved,478000
2018-03,JURONG WEST,5 ROOM,133,Model A,468000
2018-03,JURONG WEST,5 ROOM,133,Model A,380000
2018-03,JURONG WEST,5 ROOM,111,Improved,365000
2018-03,JURONG WEST,5 ROOM,111,Premium Apartment,520000
2018-03,JURONG WEST,5 ROOM,112,Premium Apartment,355000
2018-03,JURONG WEST,5 ROOM,111,Improved,370000
2018-03,JURONG WEST,5 ROOM,118,Improved,490000
2018-03,JURONG WEST,5 ROOM,111,Improved,410000
2018-03,JURONG WEST,5 ROOM,110,Improved,485000
2018-03,JURONG WEST,5 ROOM,110,Improved,440000
2018-03,JURONG WEST,5 ROOM,111,Improved,390000
2018-03,JURONG WEST,5 ROOM,110,Premium Apartment,445000
2018-03,JURONG WEST,5 ROOM,110,Premium Apartment,438000
2018-03,JURONG WEST,5 ROOM,110,Premium Apartment,465000
2018-03,JURONG WEST,5 ROOM,110,Premium Apartment,432000
2018-03,JURONG WEST,5 ROOM,111,Premium Apartment,540000
2018-03,JURONG WEST,5 ROOM,110,Improved,495000
2018-03,JURONG WEST,5 ROOM,110,Premium Apartment,412000
2018-03,JURONG WEST,5 ROOM,110,Premium Apartment,428000
2018-03,JURONG WEST,5 ROOM,111,Premium Apartment,540000
2018-03,JURONG WEST,5 ROOM,110,Improved,485000
2018-03,JURONG WEST,5 ROOM,110,Improved,530000
2018-03,JURONG WEST,5 ROOM,110,Improved,390000
2018-03,JURONG WEST,5 ROOM,115,Premium Apartment,420000
2018-03,JURONG WEST,5 ROOM,110,Improved,430000
2018-03,JURONG WEST,5 ROOM,110,Improved,410000
2018-03,JURONG WEST,5 ROOM,110,Improved,467000
2018-03,JURONG WEST,5 ROOM,122,Improved,408000
2018-03,JURONG WEST,5 ROOM,122,Improved,418000
2018-03,JURONG WEST,5 ROOM,121,Improved,318888
2018-03,JURONG WEST,5 ROOM,132,Model A,420000
2018-03,JURONG WEST,5 ROOM,125,Improved,405000
2018-03,JURONG WEST,5 ROOM,135,Model A,440000
2018-03,JURONG WEST,5 ROOM,122,Improved,390000
2018-03,JURONG WEST,5 ROOM,122,Improved,365000
2018-03,JURONG WEST,5 ROOM,110,Premium Apartment,485000
2018-03,JURONG WEST,5 ROOM,112,Premium Apartment,490000
2018-03,JURONG WEST,5 ROOM,112,Premium Apartment,437000
2018-03,JURONG WEST,5 ROOM,120,Improved,420000
2018-03,PUNGGOL,2 ROOM,50,Model A,278888
2018-03,PUNGGOL,2 ROOM,46,Model A,260000
2018-03,PUNGGOL,3 ROOM,69,Model A,315000
2018-03,PUNGGOL,3 ROOM,69,Model A,345000
2018-03,PUNGGOL,3 ROOM,69,Model A,325000
2018-03,PUNGGOL,3 ROOM,69,Model A,300000
2018-03,PUNGGOL,3 ROOM,68,Model A,360000
2018-03,PUNGGOL,3 ROOM,68,Model A,362000
2018-03,PUNGGOL,3 ROOM,72,Premium Apartment,403000
2018-03,PUNGGOL,3 ROOM,67,Model A,343000
2018-03,PUNGGOL,3 ROOM,67,Model A,322000
2018-03,PUNGGOL,3 ROOM,70,Premium Apartment,396000
2018-03,PUNGGOL,3 ROOM,67,Model A,335000
2018-03,PUNGGOL,3 ROOM,71,Premium Apartment,395000
2018-03,PUNGGOL,3 ROOM,67,Model A,368000
2018-03,PUNGGOL,3 ROOM,68,Model A,310000
2018-03,PUNGGOL,4 ROOM,85,Model A,330000
2018-03,PUNGGOL,4 ROOM,91,Premium Apartment,330000
2018-03,PUNGGOL,4 ROOM,92,Model A,410000
2018-03,PUNGGOL,4 ROOM,92,Model A,405000
2018-03,PUNGGOL,4 ROOM,93,Model A,415000
2018-03,PUNGGOL,4 ROOM,94,Model A,425000
2018-03,PUNGGOL,4 ROOM,94,Premium Apartment,453000
2018-03,PUNGGOL,4 ROOM,93,Model A,425000
2018-03,PUNGGOL,4 ROOM,95,Model A,452000
2018-03,PUNGGOL,4 ROOM,94,Model A,438000
2018-03,PUNGGOL,4 ROOM,94,Model A,420000
2018-03,PUNGGOL,4 ROOM,95,Model A,450000
2018-03,PUNGGOL,4 ROOM,95,Model A,420000
2018-03,PUNGGOL,4 ROOM,94,Model A,422000
2018-03,PUNGGOL,4 ROOM,93,Model A,435000
2018-03,PUNGGOL,4 ROOM,94,Model A,435000
2018-03,PUNGGOL,4 ROOM,93,Model A,418000
2018-03,PUNGGOL,4 ROOM,94,Premium Apartment,435000
2018-03,PUNGGOL,4 ROOM,95,Model A,420000
2018-03,PUNGGOL,4 ROOM,94,Model A,425000
2018-03,PUNGGOL,4 ROOM,95,Model A,430000
2018-03,PUNGGOL,4 ROOM,96,Model A,428000
2018-03,PUNGGOL,4 ROOM,93,Premium Apartment,480000
2018-03,PUNGGOL,4 ROOM,95,Premium Apartment,380000
2018-03,PUNGGOL,4 ROOM,90,Premium Apartment,342000
2018-03,PUNGGOL,4 ROOM,95,Premium Apartment,398000
2018-03,PUNGGOL,4 ROOM,92,Premium Apartment,399800
2018-03,PUNGGOL,4 ROOM,90,Premium Apartment,368000
2018-03,PUNGGOL,4 ROOM,92,Premium Apartment,400000
2018-03,PUNGGOL,4 ROOM,93,Premium Apartment,450000
2018-03,PUNGGOL,4 ROOM,93,Premium Apartment,442000
2018-03,PUNGGOL,4 ROOM,93,Model A,445000
2018-03,PUNGGOL,4 ROOM,91,Premium Apartment,375000
2018-03,PUNGGOL,4 ROOM,92,Premium Apartment,385000
2018-03,PUNGGOL,4 ROOM,93,Premium Apartment,450000
2018-03,PUNGGOL,4 ROOM,93,Premium Apartment,420000
2018-03,PUNGGOL,4 ROOM,90,Premium Apartment,335000
2018-03,PUNGGOL,4 ROOM,93,Model A,425000
2018-03,PUNGGOL,4 ROOM,92,Premium Apartment,400888
2018-03,PUNGGOL,4 ROOM,92,Premium Apartment,405000
2018-03,PUNGGOL,4 ROOM,93,Model A,395000
2018-03,PUNGGOL,4 ROOM,90,Model A,360000
2018-03,PUNGGOL,4 ROOM,93,Premium Apartment,538000
2018-03,PUNGGOL,4 ROOM,97,Premium Apartment,453000
2018-03,PUNGGOL,4 ROOM,99,Premium Apartment,510000
2018-03,PUNGGOL,4 ROOM,93,Model A,410000
2018-03,PUNGGOL,4 ROOM,97,Premium Apartment,498000
2018-03,PUNGGOL,4 ROOM,93,Premium Apartment,515000
2018-03,PUNGGOL,4 ROOM,93,Premium Apartment,510000
2018-03,PUNGGOL,4 ROOM,96,Premium Apartment,500000
2018-03,PUNGGOL,4 ROOM,92,Model A,415000
2018-03,PUNGGOL,4 ROOM,94,Premium Apartment,500000
2018-03,PUNGGOL,4 ROOM,92,Model A,480000
2018-03,PUNGGOL,4 ROOM,92,Model A,420000
2018-03,PUNGGOL,4 ROOM,93,Premium Apartment,410000
2018-03,PUNGGOL,4 ROOM,97,Premium Apartment,495000
2018-03,PUNGGOL,4 ROOM,92,Model A,470000
2018-03,PUNGGOL,4 ROOM,92,Model A,453000
2018-03,PUNGGOL,4 ROOM,99,Premium Apartment,505000
2018-03,PUNGGOL,4 ROOM,95,Premium Apartment,482000
2018-03,PUNGGOL,4 ROOM,96,Premium Apartment,500000
2018-03,PUNGGOL,4 ROOM,96,Premium Apartment,556000
2018-03,PUNGGOL,4 ROOM,98,Premium Apartment,460000
2018-03,PUNGGOL,4 ROOM,93,Premium Apartment,460000
2018-03,PUNGGOL,4 ROOM,94,Premium Apartment,520000
2018-03,PUNGGOL,4 ROOM,98,Premium Apartment,495000
2018-03,PUNGGOL,4 ROOM,94,Premium Apartment,445000
2018-03,PUNGGOL,4 ROOM,90,Premium Apartment,400000
2018-03,PUNGGOL,4 ROOM,93,Premium Apartment,497888
2018-03,PUNGGOL,4 ROOM,92,Model A,438000
2018-03,PUNGGOL,4 ROOM,92,Model A,390000
2018-03,PUNGGOL,4 ROOM,93,Model A,410000
2018-03,PUNGGOL,4 ROOM,94,Premium Apartment,510000
2018-03,PUNGGOL,4 ROOM,93,Premium Apartment,438888
2018-03,PUNGGOL,4 ROOM,93,Premium Apartment,525000
2018-03,PUNGGOL,4 ROOM,94,Premium Apartment,480000
2018-03,PUNGGOL,4 ROOM,93,Premium Apartment,505000
2018-03,PUNGGOL,4 ROOM,93,Premium Apartment,505000
2018-03,PUNGGOL,4 ROOM,92,Premium Apartment,502888
2018-03,PUNGGOL,4 ROOM,93,Premium Apartment,510000
2018-03,PUNGGOL,4 ROOM,94,Premium Apartment,525000
2018-03,PUNGGOL,4 ROOM,93,Premium Apartment,440000
2018-03,PUNGGOL,4 ROOM,93,Premium Apartment,488000
2018-03,PUNGGOL,4 ROOM,93,Premium Apartment,515888
2018-03,PUNGGOL,5 ROOM,110,Improved,405000
2018-03,PUNGGOL,5 ROOM,110,Improved,408000
2018-03,PUNGGOL,5 ROOM,110,Improved,400000
2018-03,PUNGGOL,5 ROOM,110,Improved,412000
2018-03,PUNGGOL,5 ROOM,110,Improved,420000
2018-03,PUNGGOL,5 ROOM,110,Improved,414000
2018-03,PUNGGOL,5 ROOM,113,Premium Apartment,416500
2018-03,PUNGGOL,5 ROOM,110,Premium Apartment,420000
2018-03,PUNGGOL,5 ROOM,111,Improved,410000
2018-03,PUNGGOL,5 ROOM,110,Improved,408888
2018-03,PUNGGOL,5 ROOM,112,Premium Apartment,400000
2018-03,PUNGGOL,5 ROOM,113,Premium Apartment,371500
2018-03,PUNGGOL,5 ROOM,110,Improved,428000
2018-03,PUNGGOL,5 ROOM,110,Premium Apartment,422000
2018-03,PUNGGOL,5 ROOM,110,Premium Apartment,425000
2018-03,PUNGGOL,5 ROOM,114,Premium Apartment,422000
2018-03,PUNGGOL,5 ROOM,110,Premium Apartment,468000
2018-03,PUNGGOL,5 ROOM,110,Premium Apartment,438000
2018-03,PUNGGOL,5 ROOM,112,Premium Apartment,415000
2018-03,PUNGGOL,5 ROOM,110,Premium Apartment,406888
2018-03,PUNGGOL,5 ROOM,111,Premium Apartment,440000
2018-03,PUNGGOL,5 ROOM,111,Premium Apartment,448000
2018-03,PUNGGOL,5 ROOM,112,Improved,560000
2018-03,PUNGGOL,5 ROOM,112,Improved,527500
2018-03,PUNGGOL,5 ROOM,113,Improved,533888
2018-03,PUNGGOL,5 ROOM,110,Improved,380000
2018-03,PUNGGOL,5 ROOM,112,Improved,495000
2018-03,PUNGGOL,5 ROOM,113,Premium Apartment,567000
2018-03,PUNGGOL,5 ROOM,113,Premium Apartment,588000
2018-03,PUNGGOL,5 ROOM,113,Premium Apartment,502000
2018-03,PUNGGOL,5 ROOM,110,Improved,412000
2018-03,PUNGGOL,5 ROOM,112,Improved,540000
2018-03,PUNGGOL,5 ROOM,112,Improved,426000
2018-03,PUNGGOL,5 ROOM,110,Improved,425000
2018-03,PUNGGOL,5 ROOM,110,Improved,405000
2018-03,PUNGGOL,5 ROOM,113,Premium Apartment,584888
2018-03,PUNGGOL,5 ROOM,112,Improved,375000
2018-03,PUNGGOL,5 ROOM,110,Improved,435000
2018-03,PUNGGOL,5 ROOM,110,Improved,480000
2018-03,PUNGGOL,5 ROOM,110,Improved,390000
2018-03,PUNGGOL,5 ROOM,113,Improved,508000
2018-03,PUNGGOL,5 ROOM,110,Improved,422000
2018-03,PUNGGOL,5 ROOM,112,Improved,570000
2018-03,PUNGGOL,5 ROOM,112,Improved,570000
2018-03,PUNGGOL,5 ROOM,112,Improved,595000
2018-03,TAMPINES,3 ROOM,67,Model A,367000
2018-03,TAMPINES,3 ROOM,78,Model A,322000
2018-03,TAMPINES,3 ROOM,73,Model A,380000
2018-03,TAMPINES,3 ROOM,75,Model A,365000
2018-03,TAMPINES,3 ROOM,74,Model A,388000
2018-03,TAMPINES,3 ROOM,73,Model A,373000
2018-03,TAMPINES,3 ROOM,74,Model A,328000
2018-03,TAMPINES,3 ROOM,74,Model A,350000
2018-03,TAMPINES,3 ROOM,73,Model A,318000
2018-03,TAMPINES,3 ROOM,67,New Generation,313000
2018-03,TAMPINES,3 ROOM,73,Model A,353888
2018-03,TAMPINES,3 ROOM,60,Improved,307000
2018-03,TAMPINES,3 ROOM,69,Improved,270000
2018-03,TAMPINES,3 ROOM,69,Improved,342000
2018-03,TAMPINES,3 ROOM,74,Model A,375000
2018-03,TAMPINES,3 ROOM,67,New Generation,320000
2018-03,TAMPINES,3 ROOM,67,New Generation,305000
2018-03,TAMPINES,3 ROOM,73,Model A,325000
2018-03,TAMPINES,4 ROOM,104,Model A,423000
2018-03,TAMPINES,4 ROOM,103,Model A,470000
2018-03,TAMPINES,4 ROOM,104,Model A,458000
2018-03,TAMPINES,4 ROOM,104,Model A,473000
2018-03,TAMPINES,4 ROOM,105,Model A,445000
2018-03,TAMPINES,4 ROOM,104,Model A,415000
2018-03,TAMPINES,4 ROOM,109,Model A,500000
2018-03,TAMPINES,4 ROOM,113,Model A,510000
2018-03,TAMPINES,4 ROOM,104,Model A,515000
2018-03,TAMPINES,4 ROOM,96,New Generation,470000
2018-03,TAMPINES,4 ROOM,105,Model A,510000
2018-03,TAMPINES,4 ROOM,105,Model A,465000
2018-03,TAMPINES,4 ROOM,103,Model A,408000
2018-03,TAMPINES,4 ROOM,108,Model A,380000
2018-03,TAMPINES,4 ROOM,105,Model A,415000
2018-03,TAMPINES,4 ROOM,105,Model A,405000
2018-03,TAMPINES,4 ROOM,107,Model A,400000
2018-03,TAMPINES,4 ROOM,105,Model A,370000
2018-03,TAMPINES,4 ROOM,112,Model A,375000
2018-03,TAMPINES,4 ROOM,102,Model A,425500
2018-03,TAMPINES,4 ROOM,108,Model A,427888
2018-03,TAMPINES,4 ROOM,105,Model A,458888
2018-03,TAMPINES,4 ROOM,104,Model A,415000
2018-03,TAMPINES,4 ROOM,102,Premium Apartment,400000
2018-03,TAMPINES,4 ROOM,102,Premium Apartment,435000
2018-03,TAMPINES,4 ROOM,99,Model A,442000
2018-03,TAMPINES,4 ROOM,99,Model A,450000
2018-03,TAMPINES,4 ROOM,104,Model A,405000
2018-03,TAMPINES,4 ROOM,99,Model A,435000
2018-03,TAMPINES,4 ROOM,104,Model A,445000
2018-03,TAMPINES,5 ROOM,120,Improved,496000
2018-03,TAMPINES,5 ROOM,123,Improved,556000
2018-03,TAMPINES,5 ROOM,123,Improved,558000
2018-03,TAMPINES,5 ROOM,123,Improved,558000
2018-03,TAMPINES,5 ROOM,122,Improved,508000
2018-03,TAMPINES,5 ROOM,122,Improved,510000
2018-03,TAMPINES,5 ROOM,134,Model A,555000
2018-03,TAMPINES,5 ROOM,134,Model A,585000
2018-03,TAMPINES,5 ROOM,138,Model A,510000
2018-03,TAMPINES,5 ROOM,129,Improved,452000
2018-03,TAMPINES,5 ROOM,128,Improved,500000
2018-03,TAMPINES,5 ROOM,132,Model A,520000
2018-03,TAMPINES,5 ROOM,127,Improved,450000
2018-03,TAMPINES,5 ROOM,120,Improved,480000
2018-03,TAMPINES,5 ROOM,122,Improved,450000
2018-03,TAMPINES,5 ROOM,122,Improved,475000
2018-03,TAMPINES,5 ROOM,132,Model A,490000
2018-03,TAMPINES,5 ROOM,122,Improved,445000
2018-03,TAMPINES,5 ROOM,128,Improved,450000
2018-03,TAMPINES,5 ROOM,124,Premium Apartment,488000
2018-03,TAMPINES,5 ROOM,120,Improved,485000
2018-03,TAMPINES,5 ROOM,120,Improved,582000
2018-03,TAMPINES,5 ROOM,119,Improved,538000
2018-03,TAMPINES,5 ROOM,119,Improved,525000
2018-03,TAMPINES,5 ROOM,124,Improved,555000
2018-03,TAMPINES,5 ROOM,119,Improved,530000
2018-03,TAMPINES,5 ROOM,120,Improved,570000
2018-03,TAMPINES,5 ROOM,119,Improved,565000
2018-03,TAMPINES,5 ROOM,127,Improved,498888
2018-03,TAMPINES,5 ROOM,122,Improved,498000
2018-03,TAMPINES,5 ROOM,122,Improved,475000
2018-03,WOODLANDS,3 ROOM,88,New Generation,275000
2018-03,WOODLANDS,3 ROOM,65,Improved,228000
2018-03,WOODLANDS,3 ROOM,82,New Generation,275000
2018-03,WOODLANDS,3 ROOM,75,Improved,242000
2018-03,WOODLANDS,3 ROOM,75,Improved,245000
2018-03,WOODLANDS,3 ROOM,65,Improved,238000
2018-03,WOODLANDS,3 ROOM,67,Model A,305000
2018-03,WOODLANDS,3 ROOM,67,Model A,308000
2018-03,WOODLANDS,3 ROOM,67,Model A,308888
2018-03,WOODLANDS,3 ROOM,67,Model A,318000
2018-03,WOODLANDS,3 ROOM,68,New Generation,260000
2018-03,WOODLANDS,3 ROOM,67,New Generation,270888
2018-03,WOODLANDS,3 ROOM,73,Model A,278000
2018-03,WOODLANDS,3 ROOM,73,Model A,275000
2018-03,WOODLANDS,3 ROOM,73,Model A,280000
2018-03,WOODLANDS,4 ROOM,92,New Generation,270000
2018-03,WOODLANDS,4 ROOM,93,Model A,348000
2018-03,WOODLANDS,4 ROOM,93,Model A,354888
2018-03,WOODLANDS,4 ROOM,93,Model A,340000
2018-03,WOODLANDS,4 ROOM,98,New Generation,315000
2018-03,WOODLANDS,4 ROOM,92,Model A,400000
2018-03,WOODLANDS,4 ROOM,92,Model A,405000
2018-03,WOODLANDS,4 ROOM,105,Model A,418000
2018-03,WOODLANDS,4 ROOM,102,Model A,303000
2018-03,WOODLANDS,4 ROOM,102,Model A,275000
2018-03,WOODLANDS,4 ROOM,101,Model A,340000
2018-03,WOODLANDS,4 ROOM,101,Model A,310000
2018-03,WOODLANDS,4 ROOM,106,Premium Apartment,378000
2018-03,WOODLANDS,4 ROOM,104,Premium Apartment,325000
2018-03,WOODLANDS,4 ROOM,105,Premium Apartment,350000
2018-03,WOODLANDS,4 ROOM,105,Premium Apartment,340000
2018-03,WOODLANDS,4 ROOM,104,Premium Apartment,358000
2018-03,WOODLANDS,4 ROOM,100,Model A,355000
2018-03,WOODLANDS,4 ROOM,100,Model A,335000
2018-03,WOODLANDS,4 ROOM,99,Model A,350000
2018-03,WOODLANDS,4 ROOM,99,Model A,351000
2018-03,WOODLANDS,4 ROOM,100,Model A,315000
2018-03,WOODLANDS,4 ROOM,101,Model A,316000
2018-03,WOODLANDS,4 ROOM,101,Premium Apartment,350000
2018-03,WOODLANDS,4 ROOM,100,Model A,328000
2018-03,WOODLANDS,4 ROOM,100,Model A,320000
2018-03,WOODLANDS,4 ROOM,90,Premium Apartment,330000
2018-03,WOODLANDS,4 ROOM,90,Premium Apartment,338000
2018-03,WOODLANDS,4 ROOM,90,Premium Apartment,340000
2018-03,WOODLANDS,4 ROOM,101,Model A,313800
2018-03,WOODLANDS,4 ROOM,101,Model A,360000
2018-03,WOODLANDS,4 ROOM,103,Model A,290000
2018-03,WOODLANDS,4 ROOM,93,New Generation,308000
2018-03,WOODLANDS,4 ROOM,98,New Generation,330000
2018-03,WOODLANDS,4 ROOM,103,Model A,340000
2018-03,WOODLANDS,4 ROOM,111,Model A,353000
2018-03,WOODLANDS,4 ROOM,104,Model A,360000
2018-03,WOODLANDS,5 ROOM,118,Improved,350000
2018-03,WOODLANDS,5 ROOM,118,Improved,415000
2018-03,WOODLANDS,5 ROOM,125,Improved,370000
2018-03,WOODLANDS,5 ROOM,121,Improved,345000
2018-03,WOODLANDS,5 ROOM,112,Improved,470000
2018-03,WOODLANDS,5 ROOM,126,Improved,522000
2018-03,WOODLANDS,5 ROOM,122,Improved,375000
2018-03,WOODLANDS,5 ROOM,121,Improved,423000
2018-03,WOODLANDS,5 ROOM,122,Improved,415000
2018-03,WOODLANDS,5 ROOM,122,Improved,415000
2018-03,WOODLANDS,5 ROOM,122,Improved,355000
2018-03,WOODLANDS,5 ROOM,125,Premium Apartment,410000
2018-03,WOODLANDS,5 ROOM,111,Improved,420000
2018-03,WOODLANDS,5 ROOM,121,Improved,400000
2018-03,WOODLANDS,5 ROOM,120,Improved,395000
2018-03,WOODLANDS,5 ROOM,119,Improved,480000
2018-03,WOODLANDS,5 ROOM,123,Improved,430000
2018-03,WOODLANDS,5 ROOM,120,Improved,350000
2018-03,WOODLANDS,5 ROOM,122,Improved,428000
2018-03,WOODLANDS,5 ROOM,119,Premium Apartment,440000
2018-03,WOODLANDS,5 ROOM,121,Premium Apartment,400000
2018-03,WOODLANDS,5 ROOM,119,Improved,465000
2018-03,WOODLANDS,5 ROOM,120,Improved,420000
2018-03,WOODLANDS,5 ROOM,110,Improved,407000
2018-03,WOODLANDS,5 ROOM,123,Improved,375000
2018-03,WOODLANDS,5 ROOM,120,Premium Apartment,415000
2018-03,WOODLANDS,5 ROOM,115,Premium Apartment,395000
2018-03,WOODLANDS,5 ROOM,114,Premium Apartment,409000
2018-03,WOODLANDS,5 ROOM,120,Premium Apartment,403800
2018-03,WOODLANDS,5 ROOM,110,Premium Apartment,350000
2018-03,WOODLANDS,5 ROOM,114,Premium Apartment,412888
2018-03,WOODLANDS,5 ROOM,110,Premium Apartment,357000
2018-03,WOODLANDS,5 ROOM,114,Premium Apartment,405000
2018-03,WOODLANDS,5 ROOM,110,Premium Apartment,368800
2018-03,WOODLANDS,5 ROOM,110,Premium Apartment,370000
2018-03,WOODLANDS,5 ROOM,115,Premium Apartment,380000
2018-03,WOODLANDS,5 ROOM,110,Premium Apartment,400000
2018-03,WOODLANDS,5 ROOM,110,Premium Apartment,378000
2018-03,WOODLANDS,5 ROOM,122,Improved,415000
2018-03,WOODLANDS,5 ROOM,121,Improved,418000
2018-03,WOODLANDS,5 ROOM,137,Model A,423000
2018-03,WOODLANDS,5 ROOM,121,Improved,390000
2018-04,ANG MO KIO,2 ROOM,44,Improved,238000
2018-04,ANG MO KIO,2 ROOM,44,Improved,218000
2018-04,ANG MO KIO,3 ROOM,70,Model A,470000
2018-04,ANG MO KIO,3 ROOM,67,New Generation,268000
2018-04,ANG MO KIO,3 ROOM,68,New Generation,303000
2018-04,ANG MO KIO,3 ROOM,73,New Generation,295000
2018-04,ANG MO KIO,3 ROOM,68,New Generation,280000
2018-04,ANG MO KIO,3 ROOM,73,New Generation,353888
2018-04,ANG MO KIO,3 ROOM,68,New Generation,310000
2018-04,ANG MO KIO,3 ROOM,75,New Generation,295000
2018-04,ANG MO KIO,3 ROOM,89,New Generation,370000
2018-04,ANG MO KIO,3 ROOM,67,New Generation,254088
2018-04,ANG MO KIO,3 ROOM,89,New Generation,390000
2018-04,ANG MO KIO,3 ROOM,68,New Generation,275000
2018-04,ANG MO KIO,3 ROOM,75,New Generation,336500
2018-04,ANG MO KIO,3 ROOM,68,New Generation,280000
2018-04,ANG MO KIO,3 ROOM,67,New Generation,295000
2018-04,ANG MO KIO,3 ROOM,75,New Generation,320000
2018-04,ANG MO KIO,3 ROOM,68,New Generation,310000
2018-04,ANG MO KIO,3 ROOM,68,New Generation,250000
2018-04,ANG MO KIO,3 ROOM,67,New Generation,270000
2018-04,ANG MO KIO,3 ROOM,68,New Generation,258000
2018-04,ANG MO KIO,3 ROOM,73,New Generation,320000
2018-04,ANG MO KIO,3 ROOM,73,New Generation,335000
2018-04,ANG MO KIO,3 ROOM,81,New Generation,330000
2018-04,ANG MO KIO,3 ROOM,67,New Generation,290000
2018-04,ANG MO KIO,3 ROOM,74,New Generation,310000
2018-04,ANG MO KIO,3 ROOM,73,New Generation,328000
2018-04,ANG MO KIO,3 ROOM,68,New Generation,260000
2018-04,ANG MO KIO,3 ROOM,73,New Generation,375000
2018-04,ANG MO KIO,3 ROOM,73,New Generation,340000
2018-04,ANG MO KIO,3 ROOM,67,New Generation,293000
2018-04,ANG MO KIO,3 ROOM,88,New Generation,450000
2018-04,ANG MO KIO,3 ROOM,67,New Generation,265000
2018-04,ANG MO KIO,3 ROOM,88,New Generation,300000
2018-04,ANG MO KIO,3 ROOM,73,New Generation,360000
2018-04,ANG MO KIO,3 ROOM,73,New Generation,372000
2018-04,ANG MO KIO,3 ROOM,67,New Generation,278000
2018-04,ANG MO KIO,3 ROOM,68,New Generation,245000
2018-04,ANG MO KIO,3 ROOM,73,New Generation,340000
2018-04,ANG MO KIO,3 ROOM,88,New Generation,365000
2018-04,ANG MO KIO,3 ROOM,67,New Generation,278000
2018-04,ANG MO KIO,3 ROOM,68,New Generation,260000
2018-04,ANG MO KIO,3 ROOM,67,New Generation,273000
2018-04,ANG MO KIO,3 ROOM,68,New Generation,273000
2018-04,ANG MO KIO,3 ROOM,68,New Generation,260000
2018-04,ANG MO KIO,3 ROOM,68,New Generation,250000
2018-04,ANG MO KIO,3 ROOM,67,New Generation,275000
2018-04,ANG MO KIO,3 ROOM,82,New Generation,355000
2018-04,ANG MO KIO,3 ROOM,68,New Generation,300000
2018-04,ANG MO KIO,3 ROOM,68,New Generation,335000
2018-04,ANG MO KIO,3 ROOM,68,New Generation,266000
2018-04,ANG MO KIO,3 ROOM,68,New Generation,275000
2018-04,ANG MO KIO,4 ROOM,94,Model A,688888
2018-04,ANG MO KIO,4 ROOM,96,Model A,671888
2018-04,ANG MO KIO,4 ROOM,91,New Generation,510000
2018-04,ANG MO KIO,4 ROOM,91,New Generation,395000
2018-04,ANG MO KIO,4 ROOM,88,Model A,621000
2018-04,ANG MO KIO,4 ROOM,87,Model A,515000
2018-04,ANG MO KIO,4 ROOM,93,New Generation,450000
2018-04,ANG MO KIO,4 ROOM,92,New Generation,405000
2018-04,ANG MO KIO,4 ROOM,92,New Generation,388000
2018-04,ANG MO KIO,4 ROOM,92,New Generation,420000
2018-04,ANG MO KIO,4 ROOM,92,New Generation,350000
2018-04,ANG MO KIO,4 ROOM,92,New Generation,450000
2018-04,ANG MO KIO,4 ROOM,92,New Generation,420000
2018-04,ANG MO KIO,4 ROOM,92,New Generation,389000
2018-04,ANG MO KIO,4 ROOM,92,New Generation,418000
2018-04,ANG MO KIO,4 ROOM,91,New Generation,468000
2018-04,ANG MO KIO,4 ROOM,91,New Generation,460000
2018-04,ANG MO KIO,4 ROOM,92,New Generation,460000
2018-04,ANG MO KIO,4 ROOM,95,Model A,638000
2018-04,ANG MO KIO,4 ROOM,91,Model A,595000
2018-04,ANG MO KIO,4 ROOM,91,Model A,665000
2018-04,ANG MO KIO,4 ROOM,90,Model A,582000
2018-04,ANG MO KIO,5 ROOM,119,Improved,805000
2018-04,ANG MO KIO,5 ROOM,121,Improved,925000
2018-04,ANG MO KIO,5 ROOM,118,Improved,580000
2018-04,ANG MO KIO,5 ROOM,120,Improved,560000
2018-04,ANG MO KIO,5 ROOM,123,Improved,650000
2018-04,ANG MO KIO,5 ROOM,119,Improved,650000
2018-04,ANG MO KIO,5 ROOM,134,Model A,705000
2018-04,ANG MO KIO,5 ROOM,132,Model A,600000
2018-04,ANG MO KIO,5 ROOM,121,Improved,522000
2018-04,ANG MO KIO,5 ROOM,119,Improved,690000
2018-04,ANG MO KIO,5 ROOM,111,Improved,768000
2018-04,ANG MO KIO,5 ROOM,119,Improved,655000
2018-04,ANG MO KIO,5 ROOM,119,Improved,590000
2018-04,ANG MO KIO,5 ROOM,121,Improved,570000
2018-04,ANG MO KIO,5 ROOM,110,Improved,708000
2018-04,ANG MO KIO,5 ROOM,110,Improved,798000
2018-04,ANG MO KIO,5 ROOM,110,Improved,805000
2018-04,CENTRAL AREA,3 ROOM,60,Improved,420000
2018-04,CENTRAL AREA,3 ROOM,70,Improved,520000
2018-04,CENTRAL AREA,3 ROOM,59,Improved,420000
2018-04,CENTRAL AREA,3 ROOM,65,Improved,383000
2018-04,CENTRAL AREA,3 ROOM,73,Model A,370000
2018-04,CENTRAL AREA,4 ROOM,82,Improved,698000
