month,town,flat_type,floor_area_sqm,flat_model,resale_price
2018-01,ANG MO KIO,2 ROOM,44,Improved,250000
2018-01,ANG MO KIO,3 ROOM,73,New Generation,300000
2018-01,ANG MO KIO,3 ROOM,73,New Generation,328000
2018-01,ANG MO KIO,3 ROOM,68,New Generation,300000
2018-01,ANG MO KIO,3 ROOM,68,New Generation,273000
2018-01,ANG MO KIO,3 ROOM,82,New Generation,330000
2018-01,ANG MO KIO,3 ROOM,82,New Generation,295000
2018-01,ANG MO KIO,3 ROOM,82,New Generation,365000
2018-01,ANG MO KIO,3 ROOM,82,New Generation,320000
2018-01,ANG MO KIO,3 ROOM,67,New Generation,255000
2018-01,ANG MO KIO,3 ROOM,82,New Generation,360000
2018-01,ANG MO KIO,3 ROOM,68,New Generation,265000
2018-01,ANG MO KIO,3 ROOM,82,New Generation,360000
2018-01,ANG MO KIO,3 ROOM,68,New Generation,242000
2018-01,ANG MO KIO,3 ROOM,68,New Generation,255000
2018-01,ANG MO KIO,3 ROOM,82,New Generation,348000
2018-01,ANG MO KIO,3 ROOM,67,New Generation,328000
2018-01,ANG MO KIO,3 ROOM,67,New Generation,312000
2018-01,ANG MO KIO,3 ROOM,73,New Generation,260000
2018-01,ANG MO KIO,3 ROOM,75,New Generation,320000
2018-01,ANG MO KIO,3 ROOM,74,New Generation,320000
2018-01,ANG MO KIO,3 ROOM,73,New Generation,335000
2018-01,ANG MO KIO,3 ROOM,68,New Generation,265000
2018-01,ANG MO KIO,3 ROOM,67,New Generation,240000
2018-01,ANG MO KIO,3 ROOM,68,New Generation,258000
2018-01,ANG MO KIO,3 ROOM,67,New Generation,265000
2018-01,ANG MO KIO,3 ROOM,67,New Generation,305000
2018-01,ANG MO KIO,3 ROOM,68,New Generation,260000
2018-01,ANG MO KIO,3 ROOM,67,New Generation,308000
2018-01,ANG MO KIO,3 ROOM,68,New Generation,330000
2018-01,ANG MO KIO,3 ROOM,68,New Generation,298000
2018-01,ANG MO KIO,3 ROOM,67,New Generation,340000
2018-01,ANG MO KIO,4 ROOM,88,Model A,635000
2018-01,ANG MO KIO,4 ROOM,98,New Generation,438000
2018-01,ANG MO KIO,4 ROOM,92,New Generation,460000
2018-01,ANG MO KIO,4 ROOM,92,New Generation,548000
2018-01,ANG MO KIO,4 ROOM,98,New Generation,503000
2018-01,ANG MO KIO,4 ROOM,92,New Generation,435000
2018-01,ANG MO KIO,4 ROOM,92,New Generation,410000
2018-01,ANG MO KIO,4 ROOM,102,Model A,448000
2018-01,ANG MO KIO,4 ROOM,92,New Generation,450000
2018-01,ANG MO KIO,4 ROOM,95,Model A,575000
2018-01,ANG MO KIO,5 ROOM,119,Improved,630000
2018-01,ANG MO KIO,5 ROOM,120,Improved,568888
2018-01,ANG MO KIO,5 ROOM,118,Improved,530000
2018-01,ANG MO KIO,5 ROOM,119,Improved,560000
2018-01,ANG MO KIO,5 ROOM,137,Model A,590000
2018-01,CENTRAL AREA,2 ROOM,53,Improved,250000
2018-01,CENTRAL AREA,3 ROOM,60,Improved,415000
2018-01,CENTRAL AREA,3 ROOM,59,Improved,460000
2018-01,CENTRAL AREA,3 ROOM,60,Improved,430000
2018-01,CENTRAL AREA,4 ROOM,75,Model A,474000
2018-01,CLEMENTI,3 ROOM,70,Model A,513000
2018-01,CLEMENTI,3 ROOM,70,Model A,460000
2018-01,CLEMENTI,3 ROOM,82,New Generation,380000
2018-01,CLEMENTI,3 ROOM,67,New Generation,290000
2018-01,CLEMENTI,3 ROOM,68,New Generation,348000
2018-01,CLEMENTI,3 ROOM,67,New Generation,308000
2018-01,CLEMENTI,3 ROOM,82,New Generation,425000
2018-01,CLEMENTI,3 ROOM,67,New Generation,325000
2018-01,CLEMENTI,3 ROOM,74,Model A,275000
2018-01,CLEMENTI,3 ROOM,74,Model A,305000
2018-01,CLEMENTI,3 ROOM,68,New Generation,278000
2018-01,CLEMENTI,4 ROOM,97,New Generation,496888
2018-01,CLEMENTI,4 ROOM,99,Model A,660000
2018-01,CLEMENTI,4 ROOM,90,Model A,635000
2018-01,CLEMENTI,4 ROOM,91,New Generation,470000
2018-01,CLEMENTI,4 ROOM,92,New Generation,438000
2018-01,CLEMENTI,5 ROOM,119,Improved,522000
2018-01,CLEMENTI,5 ROOM,119,Improved,530000
2018-01,GEYLANG,3 ROOM,75,Improved,310000
2018-01,GEYLANG,3 ROOM,60,Model A,448000
2018-01,GEYLANG,4 ROOM,102,Model A,700000
2018-01,GEYLANG,4 ROOM,103,Model A,713888
2018-01,GEYLANG,4 ROOM,91,New Generation,473000
2018-01,GEYLANG,4 ROOM,85,Model A,640000
2018-01,GEYLANG,4 ROOM,104,Model A,528000
2018-01,GEYLANG,4 ROOM,104,Model A,595000
2018-01,GEYLANG,4 ROOM,95,Model A,715000
2018-01,GEYLANG,4 ROOM,95,Model A,582000
2018-01,GEYLANG,4 ROOM,109,Model A,440000
2018-01,GEYLANG,5 ROOM,121,Improved,588000
2018-01,GEYLANG,5 ROOM,118,Improved,650000
2018-01,GEYLANG,5 ROOM,110,Improved,910000
2018-01,GEYLANG,5 ROOM,121,Improved,435000
2018-01,JURONG EAST,3 ROOM,74,Model A,285000
2018-01,JURONG EAST,3 ROOM,68,New Generation,278000
2018-01,JURONG EAST,3 ROOM,67,New Generation,300000
2018-01,JURONG EAST,3 ROOM,68,New Generation,295000
2018-01,JURONG EAST,3 ROOM,74,Improved,266000
2018-01,JURONG EAST,3 ROOM,73,Improved,250000
2018-01,JURONG EAST,3 ROOM,67,Improved,235000
2018-01,JURONG EAST,4 ROOM,94,New Generation,415000
2018-01,JURONG EAST,4 ROOM,105,Model A,443800
2018-01,JURONG EAST,4 ROOM,92,Model A,481000
2018-01,JURONG EAST,4 ROOM,99,New Generation,305000
2018-01,JURONG EAST,4 ROOM,101,Model A,475000
2018-01,JURONG EAST,5 ROOM,120,Improved,558000
2018-01,JURONG EAST,5 ROOM,120,Improved,565000
2018-01,JURONG EAST,5 ROOM,120,Improved,485000
2018-01,JURONG EAST,5 ROOM,123,Improved,535000
2018-01,JURONG WEST,2 ROOM,47,Model A,225000
2018-01,JURONG WEST,3 ROOM,74,Improved,272000
2018-01,JURONG WEST,3 ROOM,65,Improved,273000
2018-01,JURONG WEST,3 ROOM,65,Improved,253000
2018-01,JURONG WEST,3 ROOM,65,Improved,258000
2018-01,JURONG WEST,3 ROOM,76,Improved,240000
2018-01,JURONG WEST,3 ROOM,67,Improved,227000
2018-01,JURONG WEST,3 ROOM,67,Improved,222000
2018-01,JURONG WEST,3 ROOM,67,Improved,220000
2018-01,JURONG WEST,3 ROOM,67,Improved,220000
2018-01,JURONG WEST,3 ROOM,74,Model A,276000
2018-01,JURONG WEST,3 ROOM,71,New Generation,270000
2018-01,JURONG WEST,3 ROOM,74,Model A,313000
2018-01,JURONG WEST,4 ROOM,93,New Generation,410000
2018-01,JURONG WEST,4 ROOM,99,Premium Apartment,430000
2018-01,JURONG WEST,4 ROOM,94,Premium Apartment,332000
2018-01,JURONG WEST,4 ROOM,103,Model A,385000
2018-01,JURONG WEST,4 ROOM,104,Model A,345000
2018-01,JURONG WEST,4 ROOM,104,Model A,418000
2018-01,JURONG WEST,4 ROOM,104,Model A,433000
2018-01,JURONG WEST,4 ROOM,94,Premium Apartment,440000
2018-01,JURONG WEST,4 ROOM,91,Model A,425000
2018-01,JURONG WEST,4 ROOM,108,Model A,330000
2018-01,JURONG WEST,4 ROOM,107,Model A,340000
2018-01,JURONG WEST,4 ROOM,106,Model A,345000
2018-01,JURONG WEST,4 ROOM,102,Model A,375000
2018-01,JURONG WEST,4 ROOM,104,Model A,300888
2018-01,JURONG WEST,4 ROOM,104,Model A,340000
2018-01,JURONG WEST,4 ROOM,104,Model A,347000
2018-01,JURONG WEST,4 ROOM,104,Model A,350000
2018-01,JURONG WEST,4 ROOM,113,Model A,350000
2018-01,JURONG WEST,4 ROOM,89,Model A,421000
2018-01,JURONG WEST,4 ROOM,101,Model A,390000
2018-01,JURONG WEST,5 ROOM,110,Improved,388000
2018-01,JURONG WEST,5 ROOM,110,Improved,430000
2018-01,JURONG WEST,5 ROOM,111,Improved,370000
2018-01,JURONG WEST,5 ROOM,111,Improved,370000
2018-01,JURONG WEST,5 ROOM,111,Improved,360000
2018-01,JURONG WEST,5 ROOM,114,Premium Apartment,500000
2018-01,JURONG WEST,5 ROOM,113,Premium Apartment,365888
2018-01,JURONG WEST,5 ROOM,134,Model A,425000
2018-01,JURONG WEST,5 ROOM,118,Improved,528000
2018-01,JURONG WEST,5 ROOM,115,Improved,550000
2018-01,JURONG WEST,5 ROOM,111,Improved,500000
2018-01,JURONG WEST,5 ROOM,110,Improved,485000
2018-01,JURONG WEST,5 ROOM,111,Improved,395000
2018-01,JURONG WEST,5 ROOM,111,Improved,410000
2018-01,JURONG WEST,5 ROOM,112,Improved,440000
2018-01,JURONG WEST,5 ROOM,110,Improved,434000
2018-01,JURONG WEST,5 ROOM,110,Premium Apartment,438000
2018-01,JURONG WEST,5 ROOM,110,Premium Apartment,433000
2018-01,JURONG WEST,5 ROOM,110,Improved,390000
2018-01,JURONG WEST,5 ROOM,110,Improved,430000
2018-01,JURONG WEST,5 ROOM,122,Improved,430000
2018-01,JURONG WEST,5 ROOM,128,Improved,370000
2018-01,JURONG WEST,5 ROOM,128,Improved,400000
2018-01,JURONG WEST,5 ROOM,123,Improved,385000
2018-01,JURONG WEST,5 ROOM,112,Premium Apartment,501000
2018-01,JURONG WEST,5 ROOM,114,Premium Apartment,455000
2018-01,JURONG WEST,5 ROOM,114,Premium Apartment,500000
2018-01,JURONG WEST,5 ROOM,116,Improved,445000
2018-01,PUNGGOL,2 ROOM,47,Model A,250000
2018-01,PUNGGOL,2 ROOM,46,Model A,263000
2018-01,PUNGGOL,3 ROOM,69,Model A,350000
2018-01,PUNGGOL,3 ROOM,70,Model A,370000
2018-01,PUNGGOL,3 ROOM,69,Model A,328000
2018-01,PUNGGOL,3 ROOM,67,Model A,328000
2018-01,PUNGGOL,3 ROOM,67,Model A,385000
2018-01,PUNGGOL,4 ROOM,91,Premium Apartment,338000
2018-01,PUNGGOL,4 ROOM,87,Model A,382000
2018-01,PUNGGOL,4 ROOM,92,Model A,455000
2018-01,PUNGGOL,4 ROOM,94,Model A,440000
2018-01,PUNGGOL,4 ROOM,92,Model A,436000
2018-01,PUNGGOL,4 ROOM,92,Model A,410000
2018-01,PUNGGOL,4 ROOM,95,Model A,425888
2018-01,PUNGGOL,4 ROOM,95,Premium Apartment,325000
2018-01,PUNGGOL,4 ROOM,95,Premium Apartment,370000
2018-01,PUNGGOL,4 ROOM,96,Premium Apartment,480000
2018-01,PUNGGOL,4 ROOM,93,Premium Apartment,405000
2018-01,PUNGGOL,4 ROOM,93,Model A,435000
2018-01,PUNGGOL,4 ROOM,91,Premium Apartment,390000
2018-01,PUNGGOL,4 ROOM,91,Premium Apartment,385000
2018-01,PUNGGOL,4 ROOM,93,Premium Apartment,438888
2018-01,PUNGGOL,4 ROOM,93,Model A,425000
2018-01,PUNGGOL,4 ROOM,93,Premium Apartment,520000
2018-01,PUNGGOL,4 ROOM,93,Premium Apartment,455000
2018-01,PUNGGOL,4 ROOM,90,Model A,355000
2018-01,PUNGGOL,4 ROOM,93,Premium Apartment,446888
2018-01,PUNGGOL,4 ROOM,93,Premium Apartment,452000
2018-01,PUNGGOL,4 ROOM,97,Premium Apartment,470000
2018-01,PUNGGOL,4 ROOM,93,Model A,400000
2018-01,PUNGGOL,4 ROOM,93,Premium Apartment,510000
2018-01,PUNGGOL,4 ROOM,95,Premium Apartment,492000
2018-01,PUNGGOL,4 ROOM,93,Premium Apartment,488000
2018-01,PUNGGOL,4 ROOM,93,Premium Apartment,493000
2018-01,PUNGGOL,4 ROOM,98,Premium Apartment,473000
2018-01,PUNGGOL,4 ROOM,97,Premium Apartment,548888
2018-01,PUNGGOL,4 ROOM,92,Model A,428000
2018-01,PUNGGOL,4 ROOM,92,Model A,463000
2018-01,PUNGGOL,4 ROOM,97,Premium Apartment,530000
2018-01,PUNGGOL,4 ROOM,97,Premium Apartment,405000
2018-01,PUNGGOL,4 ROOM,93,Premium Apartment,498000
2018-01,PUNGGOL,4 ROOM,96,Premium Apartment,510000
2018-01,PUNGGOL,4 ROOM,93,Premium Apartment,498000
2018-01,PUNGGOL,4 ROOM,92,Model A,468888
2018-01,PUNGGOL,4 ROOM,96,Premium Apartment,515000
2018-01,PUNGGOL,4 ROOM,90,Premium Apartment,400000
2018-01,PUNGGOL,4 ROOM,92,Model A,445000
2018-01,PUNGGOL,4 ROOM,90,Premium Apartment,400000
2018-01,PUNGGOL,4 ROOM,96,Premium Apartment,475000
2018-01,PUNGGOL,4 ROOM,93,Premium Apartment,500000
2018-01,PUNGGOL,4 ROOM,93,Premium Apartment,515000
2018-01,PUNGGOL,4 ROOM,93,Premium Apartment,555000
2018-01,PUNGGOL,4 ROOM,93,Premium Apartment,468000
2018-01,PUNGGOL,5 ROOM,111,Premium Apartment,380000
2018-01,PUNGGOL,5 ROOM,110,Improved,425000
2018-01,PUNGGOL,5 ROOM,112,Premium Apartment,375000
2018-01,PUNGGOL,5 ROOM,110,Improved,370000
2018-01,PUNGGOL,5 ROOM,110,Improved,372000
2018-01,PUNGGOL,5 ROOM,110,Improved,360000
2018-01,PUNGGOL,5 ROOM,110,Premium Apartment,428000
2018-01,PUNGGOL,5 ROOM,110,Premium Apartment,505000
2018-01,PUNGGOL,5 ROOM,110,Premium Apartment,440000
2018-01,PUNGGOL,5 ROOM,110,Premium Apartment,385000
2018-01,PUNGGOL,5 ROOM,110,Premium Apartment,440000
2018-01,PUNGGOL,5 ROOM,110,Premium Apartment,396000
2018-01,PUNGGOL,5 ROOM,118,Premium Apartment,568888
2018-01,PUNGGOL,5 ROOM,110,Premium Apartment,432000
2018-01,PUNGGOL,5 ROOM,113,Premium Apartment,528000
2018-01,PUNGGOL,5 ROOM,113,Premium Apartment,557000
2018-01,PUNGGOL,5 ROOM,112,Improved,535000
2018-01,PUNGGOL,5 ROOM,110,Improved,435000
2018-01,PUNGGOL,5 ROOM,115,Premium Apartment,628888
2018-01,PUNGGOL,5 ROOM,111,Improved,440000
2018-01,PUNGGOL,5 ROOM,112,Improved,540000
2018-01,PUNGGOL,5 ROOM,113,Premium Apartment,538000
2018-01,PUNGGOL,5 ROOM,116,Premium Apartment,585000
2018-01,PUNGGOL,5 ROOM,110,Improved,412000
2018-01,PUNGGOL,5 ROOM,112,Improved,595000
2018-01,PUNGGOL,5 ROOM,118,Premium Apartment,688000
2018-01,PUNGGOL,5 ROOM,112,Improved,590000
2018-01,PUNGGOL,5 ROOM,113,Premium Apartment,635000
2018-01,TAMPINES,3 ROOM,73,Model A,330000
2018-01,TAMPINES,3 ROOM,75,Model A,350000
2018-01,TAMPINES,3 ROOM,74,Model A,315000
2018-01,TAMPINES,3 ROOM,67,New Generation,330000
2018-01,TAMPINES,3 ROOM,74,Model A,330000
2018-01,TAMPINES,3 ROOM,60,Improved,295000
2018-01,TAMPINES,4 ROOM,104,Model A,440000
2018-01,TAMPINES,4 ROOM,104,Model A,457000
2018-01,TAMPINES,4 ROOM,104,Model A,459000
2018-01,TAMPINES,4 ROOM,104,Model A,490888
2018-01,TAMPINES,4 ROOM,105,Model A,450000
2018-01,TAMPINES,4 ROOM,115,Model A,465000
2018-01,TAMPINES,4 ROOM,103,Model A,440000
2018-01,TAMPINES,4 ROOM,104,Model A,410000
2018-01,TAMPINES,4 ROOM,108,Model A,520000
2018-01,TAMPINES,4 ROOM,103,Model A,420000
2018-01,TAMPINES,4 ROOM,107,Model A,460000
2018-01,TAMPINES,4 ROOM,105,Model A,420000
2018-01,TAMPINES,4 ROOM,111,Model A,385000
2018-01,TAMPINES,4 ROOM,107,Model A,368000
2018-01,TAMPINES,4 ROOM,102,Premium Apartment,440000
2018-01,TAMPINES,4 ROOM,102,Model A,430000
2018-01,TAMPINES,4 ROOM,103,Model A,435000
2018-01,TAMPINES,4 ROOM,104,Model A,480000
2018-01,TAMPINES,4 ROOM,105,Model A,465000
2018-01,TAMPINES,4 ROOM,102,Model A,450000
2018-01,TAMPINES,5 ROOM,122,Improved,460000
2018-01,TAMPINES,5 ROOM,122,Improved,565000
2018-01,TAMPINES,5 ROOM,122,Improved,510000
2018-01,TAMPINES,5 ROOM,128,Improved,580000
2018-01,TAMPINES,5 ROOM,121,Improved,478000
2018-01,TAMPINES,5 ROOM,123,Improved,555000
2018-01,TAMPINES,5 ROOM,133,Model A,463000
2018-01,TAMPINES,5 ROOM,121,Improved,470000
2018-01,TAMPINES,5 ROOM,126,Improved,480000
2018-01,TAMPINES,5 ROOM,133,Model A,555000
2018-01,TAMPINES,5 ROOM,124,Improved,525000
2018-01,TAMPINES,5 ROOM,123,Improved,485000
2018-01,TAMPINES,5 ROOM,123,Improved,500000
2018-01,TAMPINES,5 ROOM,126,Improved,485000
2018-01,TAMPINES,5 ROOM,124,Improved,554000
2018-01,TAMPINES,5 ROOM,119,Improved,513000
2018-01,TAMPINES,5 ROOM,133,Model A,520000
2018-01,WOODLANDS,3 ROOM,67,New Generation,235000
2018-01,WOODLANDS,3 ROOM,65,Improved,222000
2018-01,WOODLANDS,3 ROOM,65,Improved,240000
2018-01,WOODLANDS,3 ROOM,76,Improved,230000
2018-01,WOODLANDS,3 ROOM,65,Improved,240000
2018-01,WOODLANDS,3 ROOM,60,Improved,248000
2018-01,WOODLANDS,3 ROOM,67,Model A,315000
2018-01,WOODLANDS,3 ROOM,67,Model A,323000
2018-01,WOODLANDS,3 ROOM,73,Model A,305000
2018-01,WOODLANDS,3 ROOM,73,Model A,278000
2018-01,WOODLANDS,3 ROOM,73,Model A,268000
2018-01,WOODLANDS,4 ROOM,97,New Generation,285000
2018-01,WOODLANDS,4 ROOM,93,Model A,412888
2018-01,WOODLANDS,4 ROOM,97,New Generation,310000
2018-01,WOODLANDS,4 ROOM,92,Model A,410000
2018-01,WOODLANDS,4 ROOM,92,Model A,385000
2018-01,WOODLANDS,4 ROOM,103,Model A,408000
2018-01,WOODLANDS,4 ROOM,102,Model A,310000
2018-01,WOODLANDS,4 ROOM,102,Model A,333888
2018-01,WOODLANDS,4 ROOM,102,Model A,326000
2018-01,WOODLANDS,4 ROOM,101,Model A,325000
2018-01,WOODLANDS,4 ROOM,91,Model A,316000
2018-01,WOODLANDS,4 ROOM,100,Model A,340000
2018-01,WOODLANDS,4 ROOM,101,Model A,328000
2018-01,WOODLANDS,4 ROOM,107,Premium Apartment,446000
2018-01,WOODLANDS,4 ROOM,105,Premium Apartment,410000
2018-01,WOODLANDS,4 ROOM,90,Model A,340000
2018-01,WOODLANDS,4 ROOM,100,Model A,350000
2018-01,WOODLANDS,4 ROOM,101,Model A,335000
2018-01,WOODLANDS,4 ROOM,101,Model A,280000
2018-01,WOODLANDS,4 ROOM,99,Model A,362888
2018-01,WOODLANDS,4 ROOM,101,Model A,340000
2018-01,WOODLANDS,4 ROOM,94,Premium Apartment,380000
2018-01,WOODLANDS,4 ROOM,94,Premium Apartment,366000
2018-01,WOODLANDS,4 ROOM,91,Model A,365000
2018-01,WOODLANDS,4 ROOM,103,Model A,338888
2018-01,WOODLANDS,4 ROOM,91,New Generation,328000
2018-01,WOODLANDS,4 ROOM,103,Model A,330000
2018-01,WOODLANDS,4 ROOM,103,Model A,356000
2018-01,WOODLANDS,4 ROOM,91,New Generation,318000
2018-01,WOODLANDS,4 ROOM,106,Model A,298000
2018-01,WOODLANDS,4 ROOM,104,Model A,300000
2018-01,WOODLANDS,5 ROOM,123,Improved,510000
2018-01,WOODLANDS,5 ROOM,112,Improved,400000
2018-01,WOODLANDS,5 ROOM,112,Improved,485000
2018-01,WOODLANDS,5 ROOM,112,Improved,430000
2018-01,WOODLANDS,5 ROOM,121,Improved,388000
2018-01,WOODLANDS,5 ROOM,122,Improved,370000
2018-01,WOODLANDS,5 ROOM,128,Premium Apartment,530000
2018-01,WOODLANDS,5 ROOM,121,Improved,439000
2018-01,WOODLANDS,5 ROOM,110,Premium Apartment,385000
2018-01,WOODLANDS,5 ROOM,114,Premium Apartment,410000
2018-01,WOODLANDS,5 ROOM,110,Premium Apartment,395000
2018-01,WOODLANDS,5 ROOM,137,Model A,483000
2018-02,ANG MO KIO,2 ROOM,44,Improved,210000
2018-02,ANG MO KIO,3 ROOM,68,New Generation,285000
2018-02,ANG MO KIO,3 ROOM,68,New Generation,280000
2018-02,ANG MO KIO,3 ROOM,82,New Generation,325000
2018-02,ANG MO KIO,3 ROOM,67,New Generation,295000
2018-02,ANG MO KIO,3 ROOM,68,New Generation,250000
2018-02,ANG MO KIO,3 ROOM,68,New Generation,291000
2018-02,ANG MO KIO,3 ROOM,68,New Generation,263000
2018-02,ANG MO KIO,3 ROOM,68,New Generation,278000
2018-02,ANG MO KIO,3 ROOM,67,New Generation,285000
2018-02,ANG MO KIO,3 ROOM,67,New Generation,285000
2018-02,ANG MO KIO,3 ROOM,67,New Generation,288000
2018-02,ANG MO KIO,3 ROOM,67,New Generation,253000
2018-02,ANG MO KIO,3 ROOM,67,New Generation,258000
2018-02,ANG MO KIO,3 ROOM,73,New Generation,265000
2018-02,ANG MO KIO,3 ROOM,67,New Generation,272000
2018-02,ANG MO KIO,3 ROOM,67,New Generation,305000
2018-02,ANG MO KIO,3 ROOM,74,New Generation,274000
2018-02,ANG MO KIO,3 ROOM,82,New Generation,242000
2018-02,ANG MO KIO,3 ROOM,67,New Generation,265000
2018-02,ANG MO KIO,3 ROOM,68,New Generation,280000
2018-02,ANG MO KIO,3 ROOM,67,New Generation,265000
2018-02,ANG MO KIO,3 ROOM,82,New Generation,318000
2018-02,ANG MO KIO,3 ROOM,68,New Generation,310000
2018-02,ANG MO KIO,3 ROOM,68,New Generation,295000
2018-02,ANG MO KIO,3 ROOM,68,New Generation,267000
2018-02,ANG MO KIO,3 ROOM,67,New Generation,286000
2018-02,ANG MO KIO,3 ROOM,68,New Generation,260000
2018-02,ANG MO KIO,4 ROOM,92,New Generation,390000
2018-02,ANG MO KIO,4 ROOM,92,New Generation,450000
2018-02,ANG MO KIO,4 ROOM,92,New Generation,383000
2018-02,ANG MO KIO,4 ROOM,98,New Generation,480000
2018-02,ANG MO KIO,4 ROOM,98,New Generation,448000
2018-02,ANG MO KIO,4 ROOM,91,New Generation,415000
2018-02,ANG MO KIO,4 ROOM,92,New Generation,384888
2018-02,ANG MO KIO,4 ROOM,91,New Generation,480000
2018-02,ANG MO KIO,4 ROOM,91,New Generation,415000
2018-02,ANG MO KIO,5 ROOM,119,Improved,588000
2018-02,ANG MO KIO,5 ROOM,118,Improved,645000
2018-02,ANG MO KIO,5 ROOM,110,Improved,735000
2018-02,ANG MO KIO,5 ROOM,110,Improved,780000
2018-02,CENTRAL AREA,3 ROOM,59,Improved,440000
2018-02,CENTRAL AREA,3 ROOM,72,Model A,365000
2018-02,CENTRAL AREA,4 ROOM,82,Improved,600000
2018-02,CENTRAL AREA,4 ROOM,82,Improved,430000
2018-02,CENTRAL AREA,4 ROOM,103,Model A,557000
2018-02,CLEMENTI,3 ROOM,74,Model A,530000
2018-02,CLEMENTI,3 ROOM,75,Model A,550000
2018-02,CLEMENTI,3 ROOM,61,Model A,378000
2018-02,CLEMENTI,3 ROOM,67,New Generation,315000
2018-02,CLEMENTI,3 ROOM,67,New Generation,320000
2018-02,CLEMENTI,3 ROOM,67,New Generation,400000
2018-02,CLEMENTI,3 ROOM,82,New Generation,400000
2018-02,CLEMENTI,3 ROOM,67,New Generation,390000
2018-02,CLEMENTI,3 ROOM,67,New Generation,335000
2018-02,CLEMENTI,3 ROOM,67,New Generation,320000
2018-02,CLEMENTI,3 ROOM,67,New Generation,340000
2018-02,CLEMENTI,3 ROOM,67,New Generation,320000
2018-02,CLEMENTI,3 ROOM,82,New Generation,352000
2018-02,CLEMENTI,3 ROOM,68,New Generation,275000
2018-02,CLEMENTI,3 ROOM,68,New Generation,288000
2018-02,CLEMENTI,3 ROOM,67,New Generation,280000
2018-02,CLEMENTI,3 ROOM,67,New Generation,255000
2018-02,CLEMENTI,3 ROOM,67,New Generation,285000
2018-02,CLEMENTI,4 ROOM,91,Model A,718888
2018-02,CLEMENTI,4 ROOM,99,Model A,670000
2018-02,CLEMENTI,4 ROOM,99,Model A,724688
2018-02,CLEMENTI,4 ROOM,100,Model A,630888
2018-02,CLEMENTI,4 ROOM,100,Model A,740000
2018-02,CLEMENTI,4 ROOM,86,Model A,650000
2018-02,CLEMENTI,4 ROOM,94,Model A,880000
2018-02,CLEMENTI,4 ROOM,104,Model A,535000
2018-02,CLEMENTI,5 ROOM,110,Improved,775000
2018-02,CLEMENTI,5 ROOM,110,Improved,738000
2018-02,GEYLANG,3 ROOM,65,Improved,260000
2018-02,GEYLANG,3 ROOM,68,New Generation,346000
2018-02,GEYLANG,3 ROOM,59,Improved,270000
2018-02,GEYLANG,3 ROOM,75,Improved,335000
2018-02,GEYLANG,3 ROOM,59,Improved,280000
2018-02,GEYLANG,3 ROOM,59,Improved,283000
2018-02,GEYLANG,4 ROOM,93,New Generation,568000
2018-02,GEYLANG,4 ROOM,90,Model A,680000
2018-02,GEYLANG,4 ROOM,91,New Generation,525000
2018-02,GEYLANG,4 ROOM,103,Model A,565000
2018-02,GEYLANG,4 ROOM,91,New Generation,535000
2018-02,GEYLANG,4 ROOM,95,Model A,673000
2018-02,GEYLANG,4 ROOM,95,Model A,708000
2018-02,GEYLANG,4 ROOM,104,Model A,475000
2018-02,GEYLANG,5 ROOM,121,Improved,618000
2018-02,GEYLANG,5 ROOM,120,Improved,830000
2018-02,JURONG EAST,3 ROOM,68,New Generation,309000
2018-02,JURONG EAST,3 ROOM,67,New Generation,270000
2018-02,JURONG EAST,3 ROOM,67,New Generation,300000
2018-02,JURONG EAST,3 ROOM,68,New Generation,275000
2018-02,JURONG EAST,3 ROOM,67,New Generation,285000
2018-02,JURONG EAST,3 ROOM,74,Model A,280000
2018-02,JURONG EAST,3 ROOM,74,Model A,298000
2018-02,JURONG EAST,3 ROOM,68,New Generation,250000
2018-02,JURONG EAST,3 ROOM,64,Model A,330000
2018-02,JURONG EAST,3 ROOM,68,New Generation,250000
2018-02,JURONG EAST,3 ROOM,72,Model A,358000
2018-02,JURONG EAST,3 ROOM,72,Model A,450000
2018-02,JURONG EAST,4 ROOM,98,New Generation,383000
2018-02,JURONG EAST,4 ROOM,105,Model A,455000
2018-02,JURONG EAST,4 ROOM,94,New Generation,415000
2018-02,JURONG EAST,4 ROOM,103,Model A,375000
2018-02,JURONG EAST,4 ROOM,101,Model A,490000
2018-02,JURONG EAST,4 ROOM,104,Model A,507000
2018-02,JURONG EAST,5 ROOM,120,Improved,650000
2018-02,JURONG EAST,5 ROOM,120,Improved,518888
2018-02,JURONG EAST,5 ROOM,123,Improved,618000
2018-02,JURONG EAST,5 ROOM,118,Improved,560000
2018-02,JURONG EAST,5 ROOM,131,Model A,490000
2018-02,JURONG EAST,5 ROOM,110,Improved,392000
2018-02,JURONG EAST,5 ROOM,118,Improved,625000
2018-02,JURONG WEST,2 ROOM,47,Model A,195000
2018-02,JURONG WEST,3 ROOM,59,Improved,205000
2018-02,JURONG WEST,3 ROOM,68,Model A,282000
2018-02,JURONG WEST,3 ROOM,68,Model A,330000
2018-02,JURONG WEST,3 ROOM,65,Improved,235000
2018-02,JURONG WEST,3 ROOM,65,Improved,235000
2018-02,JURONG WEST,3 ROOM,67,Improved,230000
2018-02,JURONG WEST,3 ROOM,67,Improved,212000
2018-02,JURONG WEST,3 ROOM,67,New Generation,253000
2018-02,JURONG WEST,3 ROOM,73,Model A,270000
2018-02,JURONG WEST,3 ROOM,67,New Generation,273000
